iteration,mg,algorithm,episode_reward,display_reward
1367,3,A2C-MADRL,-4546.206998089425,-5907.022243721916
1368,3,A2C-MADRL,-5799.393887442541,-5834.56331337323
1369,3,A2C-MADRL,-7418.629975106245,-5941.644073804811
1370,3,A2C-MADRL,-6323.897054570729,-5974.64039902062
1371,3,A2C-MADRL,-5320.601546111577,-5973.452218539656
1372,3,A2C-MADRL,-6949.432224071705,-6075.274765811352
1373,3,A2C-MADRL,-6999.132863701638,-6129.634218382134
1374,3,A2C-MADRL,-5279.339814219946,-6127.089365760865
1375,3,A2C-MADRL,-4375.6907775608215,-6069.32041308003
1376,3,A2C-MADRL,-5243.219703243848,-6024.068008382863
1377,3,A2C-MADRL,-5347.165238130313,-6009.442977724115
1378,3,A2C-MADRL,-5453.611768385013,-5996.47173591105
1379,3,A2C-MADRL,-6342.866840651621,-6015.804144668785
1380,3,A2C-MADRL,-5290.69553277699,-5988.065758462745
1381,3,A2C-MADRL,-6477.568061050532,-5972.329297116051
1382,3,A2C-MADRL,-5561.529299795628,-5946.304005486139
1383,3,A2C-MADRL,-6306.444485688429,-6017.995941533852
1384,3,A2C-MADRL,-5413.0258003166055,-5972.5957592729255
1385,3,A2C-MADRL,-6128.698529559553,-5973.453932050895
1386,3,A2C-MADRL,-4763.5962146524525,-5902.236893011164
1387,3,A2C-MADRL,-4563.838941066055,-5837.859272234983
1388,3,A2C-MADRL,-5029.062863342855,-5788.844571486998
1389,3,A2C-MADRL,-6606.596511083448,-5801.2766489738515
1390,3,A2C-MADRL,-4683.634025142132,-5637.723686570124
1391,3,A2C-MADRL,-5288.557404446576,-5660.497454408266
1392,3,A2C-MADRL,-5213.27326131147,-5687.180104937148
1393,3,A2C-MADRL,-6781.417707365405,-5726.461057734064
1394,3,A2C-MADRL,-4639.2678068069845,-5615.286571002092
1395,3,A2C-MADRL,-6203.859888557836,-5610.485084361577
1396,3,A2C-MADRL,-6408.474191368977,-5653.999990171874
1397,3,A2C-MADRL,-6260.077925531319,-5626.425818230258
1398,3,A2C-MADRL,-6064.788734918228,-5589.052053078922
1399,3,A2C-MADRL,-6619.502837561144,-5642.658574012569
1400,3,A2C-MADRL,-5517.967193930294,-5688.349630667349
1401,3,A2C-MADRL,-5277.345280523408,-5689.71465375853
1402,3,A2C-MADRL,-5534.701454186303,-5697.21610240077
1403,3,A2C-MADRL,-6047.427927897187,-5720.968748781257
1404,3,A2C-MADRL,-4461.060582998645,-5645.696498475138
1405,3,A2C-MADRL,-5725.143088744412,-5663.074400713835
1406,3,A2C-MADRL,-5214.2816450052605,-5612.542944072024
1407,3,A2C-MADRL,-6671.234184661375,-5656.931139466655
1408,3,A2C-MADRL,-6786.694421682974,-5676.141136906435
1409,3,A2C-MADRL,-5133.684504269583,-5664.967485064556
1410,3,A2C-MADRL,-6006.878574270533,-5660.094686852994
1411,3,A2C-MADRL,-6456.37699638396,-5727.805918122255
1412,3,A2C-MADRL,-5653.711817293033,-5771.400833171334
1413,3,A2C-MADRL,-5973.571238050488,-5809.18116815964
1414,3,A2C-MADRL,-6529.961043519479,-5806.115749457081
1415,3,A2C-MADRL,-5693.516207793351,-5846.511036763129
1416,3,A2C-MADRL,-6940.401910328548,-5912.584816998408
1417,3,A2C-MADRL,-5715.338828732689,-5932.667439695257
1418,3,A2C-MADRL,-6420.256707867962,-5918.2209997153595
1419,3,A2C-MADRL,-5630.843290652991,-5957.884019069199
1420,3,A2C-MADRL,-6897.980834805602,-5985.64885691911
1421,3,A2C-MADRL,-7118.211518827799,-6014.038350017462
1422,3,A2C-MADRL,-7576.840752609447,-6066.708863100587
1423,3,A2C-MADRL,-5937.369068265266,-6061.61207643447
1424,3,A2C-MADRL,-5792.955817990314,-6028.550195651636
1425,3,A2C-MADRL,-6846.573759812231,-6081.694458286915
1426,3,A2C-MADRL,-5082.44642472735,-6073.8985040550715
1427,3,A2C-MADRL,-7134.920388542992,-6137.907261429338
1428,3,A2C-MADRL,-4920.295865114293,-6092.821978918023
1429,3,A2C-MADRL,-5382.778411502672,-6129.690692058185
1430,3,A2C-MADRL,-6774.35168356034,-6171.659035850822
1431,3,A2C-MADRL,-5767.290636075705,-6193.779395493639
1432,3,A2C-MADRL,-5594.737406107452,-6150.719524351482
1433,3,A2C-MADRL,-6273.731596371173,-6130.201011339011
1434,3,A2C-MADRL,-5665.43601282344,-6151.471071681164
1435,3,A2C-MADRL,-5476.202888983568,-6130.244044269685
1436,3,A2C-MADRL,-5433.064361672039,-6089.311538881209
1437,3,A2C-MADRL,-6100.092415090181,-6107.166762793096
1438,3,A2C-MADRL,-6243.394535471578,-6117.959694689938
1439,3,A2C-MADRL,-5868.942992642538,-6091.518972654861
1440,3,A2C-MADRL,-5049.473250059414,-6065.7572543455035
1441,3,A2C-MADRL,-6559.253146122435,-6050.511303777258
1442,3,A2C-MADRL,-5625.969846033128,-6046.936544469278
1443,3,A2C-MADRL,-7042.07711027882,-6071.80936056571
1444,3,A2C-MADRL,-5766.434520773689,-6077.233009770539
1445,3,A2C-MADRL,-6026.589324459077,-6042.377349356679
1446,3,A2C-MADRL,-3600.5976496040525,-5901.672794587728
1447,3,A2C-MADRL,-6240.681186059272,-5848.226411925721
1448,3,A2C-MADRL,-5274.194827162279,-5821.699442281601
1449,3,A2C-MADRL,-6205.504752760597,-5838.201399672414
1450,3,A2C-MADRL,-5782.018093261725,-5795.619173010392
1451,3,A2C-MADRL,-5946.223347055429,-5830.170249903516
1452,3,A2C-MADRL,-5308.981717980701,-5757.132703081024
1453,3,A2C-MADRL,-6152.3287078341455,-5806.414016789818
1454,3,A2C-MADRL,-4973.3292124197815,-5790.036048826503
1455,3,A2C-MADRL,-7708.767650972639,-5827.412687522994
1456,3,A2C-MADRL,-6345.207033904813,-5850.529343436159
1457,3,A2C-MADRL,-5134.875646294697,-5832.134873043649
1458,3,A2C-MADRL,-5141.941593160998,-5786.863272915241
1459,3,A2C-MADRL,-6323.868763667359,-5813.200582948999
1460,3,A2C-MADRL,-6951.72622177071,-5872.221516260485
1461,3,A2C-MADRL,-6007.911840708565,-5895.215415421944
1462,3,A2C-MADRL,-5911.646253143954,-5887.677568944096
1463,3,A2C-MADRL,-7159.168090601988,-5924.308511149312
1464,3,A2C-MADRL,-5079.150453448654,-5892.716809581558
1465,3,A2C-MADRL,-6107.268500399946,-5935.028619595179
1466,3,A2C-MADRL,-6566.876292647724,-5935.33354545619
1467,3,A2C-MADRL,-4997.435738842914,-5910.192181168581
1468,3,A2C-MADRL,-6696.797485753521,-5896.3809961875695
1469,3,A2C-MADRL,-7387.714080401533,-5961.232178572683
1470,3,A2C-MADRL,-5455.385238754228,-5938.384015144489
1471,3,A2C-MADRL,-5079.687552962374,-5997.547611278822
1472,3,A2C-MADRL,-5172.449042047264,-5954.818325518342
1473,3,A2C-MADRL,-6064.255406993362,-5986.420748711585
1474,3,A2C-MADRL,-5867.2067658118485,-5972.888829233635
1475,3,A2C-MADRL,-4041.9299117835417,-5903.285301974508
1476,3,A2C-MADRL,-5836.655125325608,-5898.902573105314
1477,3,A2C-MADRL,-6564.86619603341,-5949.137952227423
1478,3,A2C-MADRL,-6817.534573913412,-5975.746186870594
1479,3,A2C-MADRL,-6711.253324593812,-6045.263151357554
1480,3,A2C-MADRL,-4320.267559191642,-5909.723147686316
1481,3,A2C-MADRL,-6582.996769965817,-5919.234737128755
1482,3,A2C-MADRL,-5115.359455549162,-5918.454089498933
1483,3,A2C-MADRL,-5591.457592734734,-5936.434729481884
1484,3,A2C-MADRL,-5444.318456320757,-5901.252717188019
1485,3,A2C-MADRL,-6261.651893704527,-5873.649744065371
1486,3,A2C-MADRL,-6122.8751239129,-5878.248275393546
1487,3,A2C-MADRL,-4610.740048035137,-5826.212027189193
1488,3,A2C-MADRL,-5435.952418932734,-5757.2834003224225
1489,3,A2C-MADRL,-6330.531761198784,-5807.3386526324275
1490,3,A2C-MADRL,-8196.48376949961,-5890.907263396413
1491,3,A2C-MADRL,-7152.609860722906,-5914.336606119422
1492,3,A2C-MADRL,-4561.3969661667925,-5896.895055212377
1493,3,A2C-MADRL,-5631.579771188604,-5854.28634662978
1494,3,A2C-MADRL,-7819.712507182634,-5871.566283701024
1495,3,A2C-MADRL,-6303.568867214889,-5905.49362883945
1496,3,A2C-MADRL,-4548.074916707155,-5884.229123389241
1497,3,A2C-MADRL,-6426.692728707646,-5934.398870855657
1498,3,A2C-MADRL,-6699.635383473276,-5959.8140699148535
1499,3,A2C-MADRL,-5457.323717383925,-5943.4187479777365
1500,3,A2C-MADRL,-6884.945231258685,-6057.1393607567425
1,3,TRPO-MADRL,-7625.019790821091,-7625.019790821091
2,3,TRPO-MADRL,-9134.724534769584,-8379.872162795338
3,3,TRPO-MADRL,-5915.972124929036,-7558.572150173237
4,3,TRPO-MADRL,-7252.97653163038,-7482.173245537522
5,3,TRPO-MADRL,-6088.690122508982,-7203.476620931814
6,3,TRPO-MADRL,-6513.777244140605,-7088.526724799946
7,3,TRPO-MADRL,-7970.445750365927,-7214.515157023658
8,3,TRPO-MADRL,-9625.249172643424,-7515.856908976129
9,3,TRPO-MADRL,-7885.485020921178,-7556.926699192245
10,3,TRPO-MADRL,-8386.446112637586,-7639.878640536779
11,3,TRPO-MADRL,-8082.891666996786,-7680.152552033143
12,3,TRPO-MADRL,-5821.129339518309,-7525.23395099024
13,3,TRPO-MADRL,-8283.935050870923,-7583.595574057986
14,3,TRPO-MADRL,-7891.015286274722,-7605.55412493061
15,3,TRPO-MADRL,-7438.53610952109,-7594.419590569974
16,3,TRPO-MADRL,-8312.455150973958,-7639.296813095224
17,3,TRPO-MADRL,-6264.961834326216,-7558.453579049988
18,3,TRPO-MADRL,-8776.847959209534,-7626.142155725519
19,3,TRPO-MADRL,-4666.655294446603,-7470.379689342418
20,3,TRPO-MADRL,-6764.356377594475,-7435.078523755021
21,3,TRPO-MADRL,-7182.619817481616,-7423.056680599145
22,3,TRPO-MADRL,-6575.185788604755,-7384.5170945994
23,3,TRPO-MADRL,-6521.620493377686,-7346.99985106802
24,3,TRPO-MADRL,-8632.339145985792,-7400.555655022928
25,3,TRPO-MADRL,-7737.264153623735,-7414.023994966959
26,3,TRPO-MADRL,-7586.026013454652,-7412.464243872302
27,3,TRPO-MADRL,-9828.217581704184,-7440.203965749686
28,3,TRPO-MADRL,-8729.462397608397,-7552.743576656861
29,3,TRPO-MADRL,-6639.443933515617,-7528.202272732269
30,3,TRPO-MADRL,-5255.635393728765,-7494.880083581062
31,3,TRPO-MADRL,-6028.407426954863,-7475.4652908936305
32,3,TRPO-MADRL,-7631.057642310045,-7461.889766571398
33,3,TRPO-MADRL,-8843.581556525212,-7430.623061926668
34,3,TRPO-MADRL,-7057.716861376851,-7397.512335544896
35,3,TRPO-MADRL,-6456.892329679085,-7320.330184226554
36,3,TRPO-MADRL,-7242.377730209235,-7286.709626755052
37,3,TRPO-MADRL,-6993.617661868089,-7333.609159649045
38,3,TRPO-MADRL,-9133.817810123488,-7367.604470019146
39,3,TRPO-MADRL,-6613.747178642269,-7316.513745713849
40,3,TRPO-MADRL,-9192.314044903953,-7386.664863129163
41,3,TRPO-MADRL,-5937.670989068093,-7291.673496652929
42,3,TRPO-MADRL,-7448.268868395518,-7339.005778015699
43,3,TRPO-MADRL,-5952.717059925271,-7226.04054204433
44,3,TRPO-MADRL,-8483.688973065313,-7378.721889189079
45,3,TRPO-MADRL,-6058.193598371647,-7350.4753780201645
46,3,TRPO-MADRL,-6834.005447793413,-7336.530803232637
47,3,TRPO-MADRL,-5439.8472526693095,-7291.117261795219
48,3,TRPO-MADRL,-4776.476183550021,-7221.311489402113
49,3,TRPO-MADRL,-6101.592735251874,-7120.081632972756
50,3,TRPO-MADRL,-6643.909447521866,-7076.347444728682
51,3,TRPO-MADRL,-5715.115802109672,-7001.511036274883
52,3,TRPO-MADRL,-9985.276122718407,-7007.793377915451
53,3,TRPO-MADRL,-5770.539262077212,-6889.436452494203
54,3,TRPO-MADRL,-10902.0326901769,-7059.940002760655
55,3,TRPO-MADRL,-5387.283553699874,-7065.2059291595
56,3,TRPO-MADRL,-13077.073489316095,-7347.15257165395
57,3,TRPO-MADRL,-13240.768901286789,-7571.541022013017
58,3,TRPO-MADRL,-10820.594652796446,-7650.621545863867
59,3,TRPO-MADRL,-3907.522400725653,-7524.61376743782
60,3,TRPO-MADRL,-5511.822061676765,-7486.810956717727
61,3,TRPO-MADRL,-5444.19891695125,-7414.883804187408
62,3,TRPO-MADRL,-9919.3293101298,-7531.912270117876
63,3,TRPO-MADRL,-10347.370216264266,-7580.454366363507
64,3,TRPO-MADRL,-5587.834478848052,-7539.4178583717385
65,3,TRPO-MADRL,-5665.22369377948,-7398.33424432676
66,3,TRPO-MADRL,-5755.540778674854,-7391.049035911029
67,3,TRPO-MADRL,-10169.324344602805,-7499.8912549593215
68,3,TRPO-MADRL,-10757.683573056322,-7692.089915484564
69,3,TRPO-MADRL,-8732.038592913053,-7702.023900278473
70,3,TRPO-MADRL,-9011.01298247765,-7820.136675642712
71,3,TRPO-MADRL,-6045.1385004157,-7788.581997747605
72,3,TRPO-MADRL,-9607.842579541852,-7955.301810822507
73,3,TRPO-MADRL,-8603.012913087172,-8108.363280003993
74,3,TRPO-MADRL,-6131.259875577256,-8109.549965617007
75,3,TRPO-MADRL,-5482.066527211151,-8063.076248804578
76,3,TRPO-MADRL,-9991.573787938789,-8234.134568237743
77,3,TRPO-MADRL,-9619.59623435825,-8219.507372703338
78,3,TRPO-MADRL,-5725.537575055517,-8217.70730522247
79,3,TRPO-MADRL,-6206.860423155105,-8029.9004145415975
80,3,TRPO-MADRL,-10703.069735222794,-8242.531861802514
81,3,TRPO-MADRL,-5415.25945264425,-7936.05930033564
82,3,TRPO-MADRL,-9386.108178169929,-7781.872871410967
83,3,TRPO-MADRL,-5018.969058456209,-7549.807847637358
84,3,TRPO-MADRL,-5637.128710266068,-7618.992100018973
85,3,TRPO-MADRL,-4558.242593811204,-7580.848921304351
86,3,TRPO-MADRL,-9201.082685304596,-7731.124272038485
87,3,TRPO-MADRL,-9675.80875536158,-7721.383449847755
88,3,TRPO-MADRL,-5574.362114547079,-7530.463125779069
89,3,TRPO-MADRL,-10249.501231725106,-7716.9297958941515
90,3,TRPO-MADRL,-7301.44722327041,-7782.378737073787
91,3,TRPO-MADRL,-9508.530660842222,-7932.498332360484
92,3,TRPO-MADRL,-7267.8507320285,-7816.43938785751
93,3,TRPO-MADRL,-7890.453744599626,-7701.750194719241
94,3,TRPO-MADRL,-9179.654568594158,-7719.654833746487
95,3,TRPO-MADRL,-9177.792835824788,-7726.326027880373
96,3,TRPO-MADRL,-8321.233929719558,-7817.369845052527
97,3,TRPO-MADRL,-8313.41757694231,-7765.5928449485455
98,3,TRPO-MADRL,-8571.044049403768,-7764.314090401209
99,3,TRPO-MADRL,-8063.786097530786,-7841.615139279351
100,3,TRPO-MADRL,-8913.111599722568,-7978.856942179806
101,3,TRPO-MADRL,-7793.039768363732,-7890.9155813968055
102,3,TRPO-MADRL,-6668.818896591158,-7772.88448788612
103,3,TRPO-MADRL,-7611.143417147046,-7848.3087215697815
104,3,TRPO-MADRL,-6679.340619265859,-7867.207929414211
105,3,TRPO-MADRL,-7060.363949699991,-7721.4996979933
106,3,TRPO-MADRL,-8495.309688251404,-7844.7017074175865
107,3,TRPO-MADRL,-6172.09818254866,-7716.141307592736
108,3,TRPO-MADRL,-7069.856563038465,-7798.176807776026
109,3,TRPO-MADRL,-8355.42990552887,-7906.908855586538
110,3,TRPO-MADRL,-9153.705545587592,-8090.7273736575935
111,3,TRPO-MADRL,-6594.849464494901,-7986.478044825206
112,3,TRPO-MADRL,-6813.484337862725,-7871.985068125252
113,3,TRPO-MADRL,-6628.609075246964,-7914.154946553247
114,3,TRPO-MADRL,-8680.681809942278,-7851.402169681933
115,3,TRPO-MADRL,-7727.743960307607,-7868.454039163422
116,3,TRPO-MADRL,-8913.2251094465,-7844.641817107592
117,3,TRPO-MADRL,-8242.80044084912,-7883.639805460418
118,3,TRPO-MADRL,-7606.089883347144,-7872.265251010319
119,3,TRPO-MADRL,-8661.444578809831,-7851.536851418945
120,3,TRPO-MADRL,-9094.142627668316,-7848.190843092686
121,3,TRPO-MADRL,-8488.509411096544,-7854.8818623477655
122,3,TRPO-MADRL,-8699.807644609416,-7870.33746505445
123,3,TRPO-MADRL,-8232.478327402729,-7856.794836174408
124,3,TRPO-MADRL,-6000.725500429999,-7774.272412290376
125,3,TRPO-MADRL,-9384.235865383229,-7793.117382916804
126,3,TRPO-MADRL,-8815.946409316812,-7834.033648554926
127,3,TRPO-MADRL,-8798.435106968773,-7919.218296970032
128,3,TRPO-MADRL,-9208.12656828182,-7983.097623015422
129,3,TRPO-MADRL,-9807.209276639174,-8108.212369310355
130,3,TRPO-MADRL,-10658.368945403648,-8252.132569138501
131,3,TRPO-MADRL,-8890.6876989749,-8267.947689567442
132,3,TRPO-MADRL,-8426.42195729959,-8358.120640557478
133,3,TRPO-MADRL,-5164.250690404552,-8281.896405652122
134,3,TRPO-MADRL,-6824.447087847932,-8220.657092944884
135,3,TRPO-MADRL,-9422.976614926234,-8231.42793571843
136,3,TRPO-MADRL,-8166.4101828515,-8294.290364452692
137,3,TRPO-MADRL,-7136.489204670219,-8307.210559124993
138,3,TRPO-MADRL,-7132.463976753763,-8327.364755185265
139,3,TRPO-MADRL,-7522.240754274708,-8281.027112958564
140,3,TRPO-MADRL,-7311.63171357547,-8264.382623089276
141,3,TRPO-MADRL,-7133.819520634157,-8193.206399536784
142,3,TRPO-MADRL,-7075.734630450999,-8146.523767120859
143,3,TRPO-MADRL,-6927.31006479695,-8119.37257437885
144,3,TRPO-MADRL,-5502.616241193879,-7993.019440874212
145,3,TRPO-MADRL,-5986.388794424454,-7868.709287544458
146,3,TRPO-MADRL,-7303.658824677876,-7821.3152640877115
147,3,TRPO-MADRL,-7026.65783712158,-7754.389271788198
148,3,TRPO-MADRL,-6512.77093997692,-7685.600976291165
149,3,TRPO-MADRL,-4874.982398385539,-7640.571252209388
150,3,TRPO-MADRL,-5660.617686949617,-7491.6265250720435
151,3,TRPO-MADRL,-4510.98526162154,-7319.428079164232
152,3,TRPO-MADRL,-6404.035077844687,-7223.652077999269
153,3,TRPO-MADRL,-4664.349935397322,-7041.9010126838875
154,3,TRPO-MADRL,-4723.698377311376,-6838.560576710775
155,3,TRPO-MADRL,-5744.941497383567,-6642.0234787899735
156,3,TRPO-MADRL,-5162.410000343314,-6492.89237084471
157,3,TRPO-MADRL,-5888.269656051759,-6391.366278794797
158,3,TRPO-MADRL,-5846.402878284785,-6418.652366310005
159,3,TRPO-MADRL,-5420.229189328547,-6362.483650369231
160,3,TRPO-MADRL,-5561.556889346483,-6208.02686134604
161,3,TRPO-MADRL,-5240.380915479222,-6090.9856906511495
162,3,TRPO-MADRL,-6377.290673470251,-6060.617749403151
163,3,TRPO-MADRL,-6120.973162401973,-6020.158116829079
164,3,TRPO-MADRL,-4790.428581931301,-5910.885629935343
165,3,TRPO-MADRL,-4953.119129007588,-5816.545126552628
166,3,TRPO-MADRL,-6286.958944755035,-5782.670703517463
167,3,TRPO-MADRL,-6019.77215672696,-5740.4322045685
168,3,TRPO-MADRL,-4002.387292495541,-5623.435293676444
169,3,TRPO-MADRL,-5434.714039833014,-5620.719205622011
170,3,TRPO-MADRL,-6043.346617656785,-5622.997518551304
171,3,TRPO-MADRL,-5686.569320381866,-5558.313938379462
172,3,TRPO-MADRL,-5532.554950366997,-5498.549822909279
173,3,TRPO-MADRL,-4409.387028949195,-5414.414466468172
174,3,TRPO-MADRL,-4167.72048167148,-5386.123989799608
175,3,TRPO-MADRL,-5214.323311906279,-5368.272214797875
176,3,TRPO-MADRL,-4480.368793533,-5367.0475560743325
177,3,TRPO-MADRL,-5272.115858556014,-5321.770787302787
178,3,TRPO-MADRL,-5310.009430505199,-5347.597167107101
179,3,TRPO-MADRL,-6437.060028629173,-5416.131633159813
180,3,TRPO-MADRL,-5069.734026939757,-5389.123334342061
181,3,TRPO-MADRL,-4642.671247945172,-5368.333784246135
182,3,TRPO-MADRL,-4705.249055701505,-5321.012960232125
183,3,TRPO-MADRL,-4812.739577937525,-5279.666428218235
184,3,TRPO-MADRL,-5032.091567479125,-5264.140923344257
185,3,TRPO-MADRL,-5654.062005785492,-5267.841128001818
186,3,TRPO-MADRL,-4728.840965001864,-5247.379529982723
187,3,TRPO-MADRL,-6163.567731759096,-5238.8306123142775
188,3,TRPO-MADRL,-4479.294386425191,-5173.163461275206
189,3,TRPO-MADRL,-4698.491061934171,-5169.485960475321
190,3,TRPO-MADRL,-4173.504307598838,-5138.301367618971
191,3,TRPO-MADRL,-4732.847264611939,-5076.136900413247
192,3,TRPO-MADRL,-4703.973687009302,-5023.504961624541
193,3,TRPO-MADRL,-5470.059976942215,-5082.211869002408
194,3,TRPO-MADRL,-4108.907903931763,-5029.179623566359
195,3,TRPO-MADRL,-4760.048071882349,-4977.84768173538
196,3,TRPO-MADRL,-3987.112220216264,-4909.869397728757
197,3,TRPO-MADRL,-4384.608033659625,-4863.951521060461
198,3,TRPO-MADRL,-4584.795407194888,-4870.967856190289
199,3,TRPO-MADRL,-3363.6106687889373,-4838.803463674987
200,3,TRPO-MADRL,-3695.917380053456,-4778.0672264008745
201,3,TRPO-MADRL,-4051.2060902392886,-4760.900718269126
202,3,TRPO-MADRL,-4277.403168293269,-4721.112210658616
203,3,TRPO-MADRL,-4112.227079494388,-4673.200916618184
204,3,TRPO-MADRL,-3978.431428862143,-4574.855772627502
205,3,TRPO-MADRL,-4517.205595565437,-4552.75463537253
206,3,TRPO-MADRL,-3824.56367292146,-4520.030332371582
207,3,TRPO-MADRL,-4026.426103527945,-4492.877414284639
208,3,TRPO-MADRL,-5059.740264570229,-4502.757441749947
209,3,TRPO-MADRL,-4686.936362810384,-4488.951233563197
210,3,TRPO-MADRL,-3686.3127607105407,-4410.241263760199
211,3,TRPO-MADRL,-3916.263227478291,-4377.738154259256
212,3,TRPO-MADRL,-4021.7962136898377,-4292.067293536486
213,3,TRPO-MADRL,-3439.005264276499,-4250.455728650539
214,3,TRPO-MADRL,-3692.491258876205,-4210.215736528219
215,3,TRPO-MADRL,-4529.271394124274,-4224.446419989236
216,3,TRPO-MADRL,-4269.831432674773,-4205.92578671175
217,3,TRPO-MADRL,-4435.281482199863,-4195.178098519373
218,3,TRPO-MADRL,-4172.450334661802,-4143.273712828156
219,3,TRPO-MADRL,-3524.6838919396955,-4119.904752348474
220,3,TRPO-MADRL,-5291.334580297083,-4141.156212685063
221,3,TRPO-MADRL,-7669.756211007194,-4288.461972316701
222,3,TRPO-MADRL,-7070.7591573607,-4395.908017264744
223,3,TRPO-MADRL,-7603.671159255089,-4516.663047347151
224,3,TRPO-MADRL,-4608.167415273359,-4566.445317206529
225,3,TRPO-MADRL,-4814.290965882543,-4611.180260639691
226,3,TRPO-MADRL,-4191.949914976272,-4616.8100136291705
227,3,TRPO-MADRL,-4830.154064839466,-4638.920049491019
228,3,TRPO-MADRL,-4801.581886462928,-4666.49424176976
229,3,TRPO-MADRL,-4075.0279766523367,-4670.3581036813675
230,3,TRPO-MADRL,-4044.950828165288,-4651.467912985362
231,3,TRPO-MADRL,-5032.462975575797,-4699.783885091536
232,3,TRPO-MADRL,-3021.00328197226,-4659.566972229309
233,3,TRPO-MADRL,-4227.193670100894,-4626.265108450535
234,3,TRPO-MADRL,-3342.6025165223864,-4572.491754599015
235,3,TRPO-MADRL,-3975.36290899441,-4584.05376053037
236,3,TRPO-MADRL,-3906.1639716052823,-4583.64979029545
237,3,TRPO-MADRL,-3144.72924695548,-4548.5671116260755
238,3,TRPO-MADRL,-5114.818709677278,-4615.599649442107
239,3,TRPO-MADRL,-4370.896292391026,-4642.735850782699
240,3,TRPO-MADRL,-3315.8297874174536,-4594.198186514426
241,3,TRPO-MADRL,-3722.048202679917,-4572.286857314632
242,3,TRPO-MADRL,-3398.156619431634,-4530.801862803903
243,3,TRPO-MADRL,-4588.850267906315,-4547.457860133683
244,3,TRPO-MADRL,-3733.600687888727,-4555.814531971645
245,3,TRPO-MADRL,-3837.825012075416,-4497.674149242778
246,3,TRPO-MADRL,-2476.032526636763,-4289.925201867961
247,3,TRPO-MADRL,-4199.795796966109,-4175.086667452177
248,3,TRPO-MADRL,-3196.1713621210056,-3998.7866755668138
249,3,TRPO-MADRL,-3811.712070982505,-3966.92846179518
250,3,TRPO-MADRL,-3698.2887457955776,-3922.2883729917016
251,3,TRPO-MADRL,-3484.469181874375,-3893.9891436676257
252,3,TRPO-MADRL,-4928.051965357914,-3897.905059688363
253,3,TRPO-MADRL,-4179.85711243082,-3873.036068727079
254,3,TRPO-MADRL,-4029.333517703789,-3871.208290369137
255,3,TRPO-MADRL,-3915.4266358863033,-3866.0273226779773
256,3,TRPO-MADRL,-3609.4819378327848,-3809.108081168257
257,3,TRPO-MADRL,-3217.081747396266,-3816.951219785217
258,3,TRPO-MADRL,-3439.436950285819,-3785.4409509926145
259,3,TRPO-MADRL,-7321.433999587025,-3944.5942103151992
260,3,TRPO-MADRL,-4207.366692690519,-3953.8743616630445
261,3,TRPO-MADRL,-3593.9336774627814,-3941.385149897344
262,3,TRPO-MADRL,-7492.798698321781,-4115.307927951996
263,3,TRPO-MADRL,-4584.971662173539,-4094.114046051847
264,3,TRPO-MADRL,-7293.20594302994,-4211.006432077403
265,3,TRPO-MADRL,-4652.945474009156,-4264.491059541071
266,3,TRPO-MADRL,-4101.630788925574,-4279.674362990898
267,3,TRPO-MADRL,-5099.766958455464,-4347.738776551851
268,3,TRPO-MADRL,-7934.94933284324,-4481.582739149328
269,3,TRPO-MADRL,-8202.2279610931,-4660.327830077503
270,3,TRPO-MADRL,-5772.807915976911,-4737.727146233562
271,3,TRPO-MADRL,-5014.746148043034,-4839.275691089813
272,3,TRPO-MADRL,-5508.745826385862,-4891.633692266603
273,3,TRPO-MADRL,-5544.753642583688,-4985.576983485111
274,3,TRPO-MADRL,-4840.393499434258,-5026.724240623181
275,3,TRPO-MADRL,-7320.369968343684,-5171.607489525105
276,3,TRPO-MADRL,-7569.823919362343,-5335.021679024623
277,3,TRPO-MADRL,-7060.586483855765,-5420.323059764538
278,3,TRPO-MADRL,-7003.904754627461,-5533.2849654524025
279,3,TRPO-MADRL,-5644.073846676742,-5597.874578611322
280,3,TRPO-MADRL,-7010.266978611628,-5721.668192320334
281,3,TRPO-MADRL,-5284.476167510048,-5788.667961507425
282,3,TRPO-MADRL,-5328.593118503364,-5873.128416351708
283,3,TRPO-MADRL,-4602.825887528278,-5919.663973841406
284,3,TRPO-MADRL,-5012.2038662518535,-5827.294768508
285,3,TRPO-MADRL,-8728.446174078805,-6008.137947763533
286,3,TRPO-MADRL,-8712.996556359181,-6212.900462919388
287,3,TRPO-MADRL,-8855.517775724806,-6267.409226015509
288,3,TRPO-MADRL,-8762.169919441454,-6434.497156306225
289,3,TRPO-MADRL,-8645.521611385946,-6488.589783040466
290,3,TRPO-MADRL,-8473.996008546983,-6641.431804421978
291,3,TRPO-MADRL,-9014.926565189506,-6837.963635472535
292,3,TRPO-MADRL,-8751.854253506855,-6984.047127274592
293,3,TRPO-MADRL,-8755.033891986246,-7016.850509640312
294,3,TRPO-MADRL,-8563.02482478955,-7031.282384188171
295,3,TRPO-MADRL,-8517.16000687111,-7141.056467823938
296,3,TRPO-MADRL,-8377.007831688163,-7275.546935169743
297,3,TRPO-MADRL,-3429.5049617786653,-7192.377300585456
298,3,TRPO-MADRL,-5003.468032136461,-7170.725876167566
299,3,TRPO-MADRL,-8017.475153423754,-7297.809142327145
300,3,TRPO-MADRL,-8268.604032898464,-7335.738504909337
