iteration,mg,algorithm,episode_reward,display_reward
847,1,TRPO-MADRL,-18568.944074324885,-18563.47866833425
848,1,TRPO-MADRL,-18471.14301012791,-18559.422962698245
849,1,TRPO-MADRL,-18660.355436316888,-18565.703943284458
850,1,TRPO-MADRL,-18514.9684902158,-18567.735902619912
851,1,TRPO-MADRL,-18539.647858712004,-18563.09395465726
852,1,TRPO-MADRL,-18588.1385913324,-18566.354453202508
853,1,TRPO-MADRL,-18485.92597462681,-18566.03263289234
854,1,TRPO-MADRL,-18543.87623480117,-18565.363921813063
855,1,TRPO-MADRL,-18493.474796966468,-18562.387885776196
856,1,TRPO-MADRL,-18700.156435789337,-18565.826322994006
857,1,TRPO-MADRL,-18555.34931721538,-18563.18951990429
858,1,TRPO-MADRL,-18520.487042756427,-18565.831838809296
859,1,TRPO-MADRL,-18522.337501932798,-18564.642031633433
860,1,TRPO-MADRL,-18495.075853341023,-18560.455432560433
861,1,TRPO-MADRL,-18607.97548511153,-18560.147063333112
862,1,TRPO-MADRL,-18603.520054097477,-18564.04474011646
863,1,TRPO-MADRL,-18518.41509679385,-18561.359588374675
864,1,TRPO-MADRL,-18473.856499418573,-18559.477692116474
865,1,TRPO-MADRL,-18447.1849577614,-18552.381627558832
866,1,TRPO-MADRL,-18517.21326569545,-18545.734679228663
867,1,TRPO-MADRL,-18487.87270487988,-18547.117001933366
868,1,TRPO-MADRL,-18545.14457076663,-18545.197067604255
869,1,TRPO-MADRL,-18511.835349555786,-18541.15483025963
870,1,TRPO-MADRL,-18553.16595480557,-18540.749621960833
871,1,TRPO-MADRL,-18533.034553092304,-18538.36396441751
872,1,TRPO-MADRL,-18560.798188752717,-18538.038128994624
873,1,TRPO-MADRL,-18531.915385398745,-18540.469024005455
874,1,TRPO-MADRL,-18584.763768439017,-18537.445357290344
875,1,TRPO-MADRL,-18488.07665399152,-18536.36968384137
876,1,TRPO-MADRL,-18517.68954660381,-18535.491351357043
877,1,TRPO-MADRL,-18464.9757317252,-18530.564836972757
878,1,TRPO-MADRL,-18511.477848751463,-18531.586911937742
879,1,TRPO-MADRL,-18543.875439674597,-18531.58688013268
880,1,TRPO-MADRL,-18544.08356259408,-18533.611230757782
881,1,TRPO-MADRL,-18485.738867287422,-18525.034528017706
882,1,TRPO-MADRL,-18528.655797857115,-18523.966787243375
883,1,TRPO-MADRL,-18501.45565978285,-18523.205531924432
884,1,TRPO-MADRL,-18505.440910839792,-18522.52966828071
885,1,TRPO-MADRL,-18493.20253815928,-18522.454735673444
886,1,TRPO-MADRL,-18449.945665516265,-18516.13354288963
887,1,TRPO-MADRL,-18499.03818726893,-18511.95426821649
888,1,TRPO-MADRL,-18533.33294536369,-18512.550982159282
889,1,TRPO-MADRL,-18536.64993364241,-18515.062719528236
890,1,TRPO-MADRL,-18474.56896232598,-18516.158079710818
891,1,TRPO-MADRL,-18462.275235002187,-18513.96055848309
892,1,TRPO-MADRL,-18432.90632363591,-18511.76190323333
893,1,TRPO-MADRL,-18528.27369028067,-18511.087068013894
894,1,TRPO-MADRL,-18448.11404164445,-18508.53821569744
895,1,TRPO-MADRL,-18492.3747973983,-18506.10656940115
896,1,TRPO-MADRL,-18512.49062602957,-18505.284812318638
897,1,TRPO-MADRL,-18426.373876069734,-18499.90783981132
898,1,TRPO-MADRL,-18519.5989673875,-18499.41518309087
899,1,TRPO-MADRL,-18474.881139471003,-18495.019877932147
900,1,TRPO-MADRL,-18509.2591153936,-18495.86717638823
901,1,TRPO-MADRL,-18467.03708921793,-18493.8410780928
902,1,TRPO-MADRL,-18518.4283560878,-18495.9791830673
903,1,TRPO-MADRL,-18495.58232770433,-18495.343362225416
904,1,TRPO-MADRL,-18464.99085258576,-18492.187978741862
905,1,TRPO-MADRL,-18413.69638835677,-18486.97249177237
906,1,TRPO-MADRL,-18481.168889876517,-18486.78969267593
907,1,TRPO-MADRL,-18411.19359966414,-18482.091204748212
908,1,TRPO-MADRL,-18463.40989823507,-18480.569374286304
909,1,TRPO-MADRL,-18433.92078910176,-18477.708569416784
910,1,TRPO-MADRL,-18488.450884714606,-18477.518503278996
911,1,TRPO-MADRL,-18454.57463376888,-18477.7036620091
912,1,TRPO-MADRL,-18515.35545349853,-18478.356352658284
913,1,TRPO-MADRL,-18453.98011754076,-18475.182239545367
914,1,TRPO-MADRL,-18500.46942125108,-18473.735019049713
915,1,TRPO-MADRL,-18416.560256347664,-18471.41467081058
916,1,TRPO-MADRL,-18458.0410764961,-18471.24530447034
917,1,TRPO-MADRL,-18466.98106329954,-18472.60829405688
918,1,TRPO-MADRL,-18481.958599129663,-18470.75569041084
919,1,TRPO-MADRL,-18463.001836111376,-18471.35120218952
920,1,TRPO-MADRL,-18460.865690149927,-18470.090837899585
921,1,TRPO-MADRL,-18437.26100459267,-18467.08165304211
922,1,TRPO-MADRL,-18508.29483297472,-18470.35849131831
923,1,TRPO-MADRL,-18463.847007485816,-18468.12841292224
924,1,TRPO-MADRL,-18477.17255023292,-18468.220069352716
925,1,TRPO-MADRL,-18436.01171903038,-18465.29017349819
926,1,TRPO-MADRL,-18463.48228175412,-18465.147981199636
927,1,TRPO-MADRL,-18467.27107138716,-18463.10168981161
928,1,TRPO-MADRL,-18499.32965582804,-18463.25158293656
929,1,TRPO-MADRL,-18419.37963582271,-18461.427134266036
930,1,TRPO-MADRL,-18382.7514790703,-18460.18933789458
931,1,TRPO-MADRL,-18417.164991735677,-18457.629181968943
932,1,TRPO-MADRL,-18437.36735418858,-18458.67613214992
933,1,TRPO-MADRL,-18447.931752160235,-18458.057006306928
934,1,TRPO-MADRL,-18481.165811366885,-18459.94680719753
935,1,TRPO-MADRL,-18492.946805477597,-18460.126644028052
936,1,TRPO-MADRL,-18448.693143056877,-18459.891384399572
937,1,TRPO-MADRL,-18467.11127944044,-18457.96161743725
938,1,TRPO-MADRL,-18492.929589071755,-18459.519596298487
939,1,TRPO-MADRL,-18485.69696280398,-18458.928697960604
940,1,TRPO-MADRL,-18516.228876112524,-18462.9154427512
941,1,TRPO-MADRL,-18481.45210977692,-18463.851884082433
942,1,TRPO-MADRL,-18481.916797189308,-18464.44931343802
943,1,TRPO-MADRL,-18502.79526966757,-18465.28278025954
944,1,TRPO-MADRL,-18517.563881111608,-18467.465262059548
945,1,TRPO-MADRL,-18470.41603478981,-18467.847275845146
946,1,TRPO-MADRL,-18473.84534694521,-18469.310649539246
947,1,TRPO-MADRL,-18528.32215688649,-18470.111742495716
948,1,TRPO-MADRL,-18488.140549310952,-18471.08348416872
949,1,TRPO-MADRL,-18469.254735762388,-18470.7667715899
950,1,TRPO-MADRL,-18472.70516689797,-18472.234509504604
951,1,TRPO-MADRL,-18473.10190526793,-18472.619294445158
952,1,TRPO-MADRL,-18483.99726919909,-18473.28834235763
953,1,TRPO-MADRL,-18462.853897591507,-18471.829312028174
954,1,TRPO-MADRL,-18462.498186766185,-18473.55405406591
955,1,TRPO-MADRL,-18484.215777840465,-18477.61262601672
956,1,TRPO-MADRL,-18544.32019808821,-18482.69883427082
957,1,TRPO-MADRL,-18490.12213191922,-18484.809025380047
958,1,TRPO-MADRL,-18478.81125556835,-18486.04420551637
959,1,TRPO-MADRL,-18489.051921342983,-18486.359649915416
960,1,TRPO-MADRL,-18543.61450042529,-18488.386357713323
961,1,TRPO-MADRL,-18434.60339319466,-18487.822767718833
962,1,TRPO-MADRL,-18463.5473056904,-18487.68020876883
963,1,TRPO-MADRL,-18519.534195665296,-18488.744393032575
964,1,TRPO-MADRL,-18414.35835860769,-18485.89084886472
965,1,TRPO-MADRL,-18460.63621690547,-18483.66714249644
966,1,TRPO-MADRL,-18487.117570667837,-18483.893760932075
967,1,TRPO-MADRL,-18447.066299043705,-18482.49974100625
968,1,TRPO-MADRL,-18508.144453060388,-18482.713708341966
969,1,TRPO-MADRL,-18472.91349243789,-18480.927692795016
970,1,TRPO-MADRL,-18556.825045919693,-18484.38405324021
971,1,TRPO-MADRL,-18581.533749926828,-18488.691589359474
972,1,TRPO-MADRL,-18546.703750792178,-18489.426853115703
973,1,TRPO-MADRL,-18500.272005183982,-18489.912111350623
974,1,TRPO-MADRL,-18481.40129083016,-18490.397973553332
975,1,TRPO-MADRL,-18532.19207271153,-18492.777449785877
976,1,TRPO-MADRL,-18458.360652565258,-18492.18779967777
977,1,TRPO-MADRL,-18517.962056653698,-18493.546391175954
978,1,TRPO-MADRL,-18480.233902677115,-18494.24159137938
979,1,TRPO-MADRL,-18529.962727734004,-18496.940173018094
980,1,TRPO-MADRL,-18522.86523958093,-18498.486151487712
981,1,TRPO-MADRL,-18517.28809325249,-18497.40486729428
982,1,TRPO-MADRL,-18528.8293623048,-18498.953156509706
983,1,TRPO-MADRL,-18574.172102555163,-18502.767590389176
984,1,TRPO-MADRL,-18508.366600154783,-18503.540177541647
985,1,TRPO-MADRL,-18493.82076240674,-18501.548428020906
986,1,TRPO-MADRL,-18452.5951026328,-18502.268096398435
987,1,TRPO-MADRL,-18402.670040345653,-18499.833005784643
988,1,TRPO-MADRL,-18531.28449587184,-18500.303017792907
989,1,TRPO-MADRL,-18483.37286694406,-18503.06359812636
990,1,TRPO-MADRL,-18497.154699082617,-18504.524337413444
991,1,TRPO-MADRL,-18429.27971066982,-18502.210823013524
992,1,TRPO-MADRL,-18406.76330792252,-18500.59870336868
993,1,TRPO-MADRL,-18428.527294532258,-18497.41401702755
994,1,TRPO-MADRL,-18447.652799034837,-18496.40358929143
995,1,TRPO-MADRL,-18481.36993155924,-18493.38538471701
996,1,TRPO-MADRL,-18528.78171361325,-18491.27530326447
997,1,TRPO-MADRL,-18498.869193481463,-18489.361920972042
998,1,TRPO-MADRL,-18481.51276793263,-18488.611551481987
999,1,TRPO-MADRL,-18480.752817818226,-18488.58561256151
1000,1,TRPO-MADRL,-18378.98299928819,-18482.457249624575
1001,1,TRPO-MADRL,-18424.05775009828,-18424.05775009828
1002,1,TRPO-MADRL,-18471.30385090526,-18447.68080050177
1003,1,TRPO-MADRL,-18456.5633042352,-18450.64163507958
1004,1,TRPO-MADRL,-18458.3949820241,-18452.57997181571
1005,1,TRPO-MADRL,-18485.81386634745,-18459.226750722057
1006,1,TRPO-MADRL,-18449.29350090499,-18457.57120908588
1007,1,TRPO-MADRL,-18404.05920100128,-18449.926636502365
1008,1,TRPO-MADRL,-18526.8931533384,-18459.547451106868
1009,1,TRPO-MADRL,-18397.531005011588,-18452.65673487406
1010,1,TRPO-MADRL,-18450.394015254104,-18452.430462912067
1011,1,TRPO-MADRL,-18433.955852366693,-18450.750952862487
1012,1,TRPO-MADRL,-18390.27491016576,-18445.71128263776
1013,1,TRPO-MADRL,-18443.17193964316,-18445.51594856125
1014,1,TRPO-MADRL,-18400.45394571971,-18442.297234072572
1015,1,TRPO-MADRL,-18440.46627937828,-18442.175170426282
1016,1,TRPO-MADRL,-18392.37520121539,-18439.062672350603
1017,1,TRPO-MADRL,-18463.285375715317,-18440.48753725441
1018,1,TRPO-MADRL,-18458.52676604002,-18441.489716631386
1019,1,TRPO-MADRL,-18534.62627991029,-18446.39164101449
1020,1,TRPO-MADRL,-18513.00835476551,-18449.722476702038
1021,1,TRPO-MADRL,-18511.923799399832,-18452.684444449555
1022,1,TRPO-MADRL,-18493.924572811786,-18454.558995738746
1023,1,TRPO-MADRL,-18520.11760577798,-18457.409370088277
1024,1,TRPO-MADRL,-18488.211485840373,-18458.69279157795
1025,1,TRPO-MADRL,-18648.83329054527,-18466.29841153664
1026,1,TRPO-MADRL,-18559.947477380545,-18471.73400062793
1027,1,TRPO-MADRL,-18564.83247171076,-18475.47514546015
1028,1,TRPO-MADRL,-18579.64344470176,-18480.398351078813
1029,1,TRPO-MADRL,-18488.95750983792,-18481.620852191365
1030,1,TRPO-MADRL,-18633.678446916136,-18487.535435414113
1031,1,TRPO-MADRL,-18540.34850469963,-18491.1776355659
1032,1,TRPO-MADRL,-18551.22441585846,-18497.06424416019
1033,1,TRPO-MADRL,-18525.86787203927,-18497.023232908225
1034,1,TRPO-MADRL,-18491.99198190351,-18500.8016719839
1035,1,TRPO-MADRL,-18547.991444355503,-18504.705569147958
1036,1,TRPO-MADRL,-18502.50108801969,-18507.447378574077
1037,1,TRPO-MADRL,-18555.952382895368,-18514.07447748326
1038,1,TRPO-MADRL,-18409.18507585256,-18512.715002931633
1039,1,TRPO-MADRL,-18571.12699961929,-18519.54192508762
1040,1,TRPO-MADRL,-18457.18286413281,-18520.2105884778
1041,1,TRPO-MADRL,-18516.342999875906,-18525.16930042422
1042,1,TRPO-MADRL,-18429.02046417316,-18523.798703962533
1043,1,TRPO-MADRL,-18551.398283731683,-18527.5135646702
1044,1,TRPO-MADRL,-18483.57350324253,-18525.471453603488
1045,1,TRPO-MADRL,-18363.852145300378,-18519.505205224887
1046,1,TRPO-MADRL,-18575.750438401785,-18522.05827078496
1047,1,TRPO-MADRL,-18512.658890427752,-18522.807643489603
1048,1,TRPO-MADRL,-18544.85312776088,-18523.79706436892
1049,1,TRPO-MADRL,-18527.276257074584,-18525.359655218286
1050,1,TRPO-MADRL,-18538.34711576911,-18520.94020822724
1051,1,TRPO-MADRL,-18546.650891900128,-18520.408344808024
1052,1,TRPO-MADRL,-18575.0923708366,-18520.81874077306
1053,1,TRPO-MADRL,-18428.348962349985,-18514.76696147899
1054,1,TRPO-MADRL,-18515.279342578327,-18515.819834788603
1055,1,TRPO-MADRL,-18513.52247463016,-18511.013595897162
1056,1,TRPO-MADRL,-18496.72627538344,-18509.268706724517
1057,1,TRPO-MADRL,-18483.64384508609,-18506.56548389362
1058,1,TRPO-MADRL,-18500.83448698558,-18505.56414849147
1059,1,TRPO-MADRL,-18433.288223193696,-18503.215998143078
1060,1,TRPO-MADRL,-18498.18911012543,-18501.223904773877
1061,1,TRPO-MADRL,-18554.122243254034,-18503.28875098325
1062,1,TRPO-MADRL,-18436.455338514024,-18498.508869208
1063,1,TRPO-MADRL,-18394.57005394785,-18497.924268331808
1064,1,TRPO-MADRL,-18509.37865348707,-18495.45433448652
1065,1,TRPO-MADRL,-18396.8396262222,-18493.040604970098
1066,1,TRPO-MADRL,-18357.27064869017,-18486.677710922668
1067,1,TRPO-MADRL,-18481.4298004873,-18488.774084375233
1068,1,TRPO-MADRL,-18523.614889479264,-18487.662748605133
1069,1,TRPO-MADRL,-18422.0408367976,-18485.201441947338
1070,1,TRPO-MADRL,-18445.08024955593,-18488.45056611756
1071,1,TRPO-MADRL,-18465.460295579054,-18484.03896040465
1072,1,TRPO-MADRL,-18347.372025110824,-18477.427485791974
1073,1,TRPO-MADRL,-18480.643192078223,-18474.85908836467
1074,1,TRPO-MADRL,-18469.0540664498,-18472.53020073968
1075,1,TRPO-MADRL,-18474.27715740601,-18469.967402405153
1076,1,TRPO-MADRL,-18465.93339473816,-18466.738702518673
1077,1,TRPO-MADRL,-18416.630467769628,-18460.400226395996
1078,1,TRPO-MADRL,-18477.84525869861,-18462.38007824994
1079,1,TRPO-MADRL,-18353.589396824183,-18455.912480419775
1080,1,TRPO-MADRL,-18310.004523411422,-18447.771762371023
1081,1,TRPO-MADRL,-18348.283241991536,-18441.83404103535
1082,1,TRPO-MADRL,-18372.90020073945,-18437.40429526148
1083,1,TRPO-MADRL,-18476.584795259223,-18436.434307592426
1084,1,TRPO-MADRL,-18392.23079389096,-18434.79201042032
1085,1,TRPO-MADRL,-18523.41836806737,-18435.801180737995
1086,1,TRPO-MADRL,-18408.59405452749,-18429.980053188934
1087,1,TRPO-MADRL,-18480.799203405903,-18431.75380778461
1088,1,TRPO-MADRL,-18406.769947836605,-18432.24180354016
1089,1,TRPO-MADRL,-18517.598190269546,-18432.570585011457
1090,1,TRPO-MADRL,-18389.85510991601,-18432.29120435921
1091,1,TRPO-MADRL,-18497.504654036027,-18437.900564573043
1092,1,TRPO-MADRL,-18431.904344741204,-18435.9195463432
1093,1,TRPO-MADRL,-18429.267585747068,-18432.14565419391
1094,1,TRPO-MADRL,-18409.322580992823,-18431.63692396172
1095,1,TRPO-MADRL,-18459.14712641309,-18432.19959903601
1096,1,TRPO-MADRL,-18417.872681722627,-18430.296094481753
1097,1,TRPO-MADRL,-18470.01843454588,-18435.20195085915
1098,1,TRPO-MADRL,-18422.902851450934,-18432.89233723406
1099,1,TRPO-MADRL,-18447.75264133092,-18432.040280229307
1100,1,TRPO-MADRL,-18425.58279645691,-18430.092505791345
1101,1,TRPO-MADRL,-18440.264921436217,-18429.065766859265
1102,1,TRPO-MADRL,-18443.17378281305,-18430.127499461003
1103,1,TRPO-MADRL,-18424.356413179077,-18427.98794564022
1104,1,TRPO-MADRL,-18429.116668316936,-18431.00903649993
1105,1,TRPO-MADRL,-18460.17924099163,-18437.016025203142
1106,1,TRPO-MADRL,-18533.77914543276,-18444.43586134079
1107,1,TRPO-MADRL,-18496.75228081389,-18449.389944543767
1108,1,TRPO-MADRL,-18442.47769742308,-18448.02566063032
1109,1,TRPO-MADRL,-18415.23307052438,-18448.945751695657
1110,1,TRPO-MADRL,-18407.155624757423,-18444.29524196326
1111,1,TRPO-MADRL,-18390.63200036164,-18443.576759796626
1112,1,TRPO-MADRL,-18393.008323401453,-18440.065124596447
1113,1,TRPO-MADRL,-18423.5326605752,-18440.735633105993
1114,1,TRPO-MADRL,-18441.04215872352,-18437.67339184415
1115,1,TRPO-MADRL,-18379.31874546387,-18437.251937266064
1116,1,TRPO-MADRL,-18342.442051682174,-18431.04943317191
1117,1,TRPO-MADRL,-18400.78717799136,-18429.804746501915
1118,1,TRPO-MADRL,-18425.985415514268,-18429.673459692604
1119,1,TRPO-MADRL,-18354.999811389105,-18427.500548908458
1120,1,TRPO-MADRL,-18342.68923641162,-18422.842233308394
1121,1,TRPO-MADRL,-18409.181954314776,-18422.494604212083
1122,1,TRPO-MADRL,-18458.50114818819,-18422.033912757775
1123,1,TRPO-MADRL,-18419.36509188608,-18421.892402375182
1124,1,TRPO-MADRL,-18324.04760834512,-18416.94420105575
1125,1,TRPO-MADRL,-18319.98273771836,-18412.720198706207
1126,1,TRPO-MADRL,-18330.79860768305,-18408.34154615608
1127,1,TRPO-MADRL,-18402.116367753853,-18406.699249553712
1128,1,TRPO-MADRL,-18323.026303705185,-18402.646045174755
1129,1,TRPO-MADRL,-18343.761296722107,-18399.231830310964
1130,1,TRPO-MADRL,-18329.539357767822,-18394.00623498201
1131,1,TRPO-MADRL,-18321.0851056212,-18385.49847338955
1132,1,TRPO-MADRL,-18367.238121084574,-18380.31790700038
1133,1,TRPO-MADRL,-18362.60428671908,-18377.122970572218
1134,1,TRPO-MADRL,-18374.9743336091,-18375.512621095604
1135,1,TRPO-MADRL,-18364.96631225284,-18373.825048595423
1136,1,TRPO-MADRL,-18348.20457111082,-18372.127951425387
1137,1,TRPO-MADRL,-18415.83915006182,-18373.041184491805
1138,1,TRPO-MADRL,-18342.524935026955,-18369.80087546987
1139,1,TRPO-MADRL,-18397.388917210817,-18368.054745809364
1140,1,TRPO-MADRL,-18375.66784427605,-18367.908709761854
1141,1,TRPO-MADRL,-18504.37545996885,-18374.38604609332
1142,1,TRPO-MADRL,-18366.07015475001,-18372.99736516367
1143,1,TRPO-MADRL,-18383.167750559714,-18371.284658565484
1144,1,TRPO-MADRL,-18385.74374172902,-18372.514415779082
1145,1,TRPO-MADRL,-18338.03753415782,-18372.32834768893
1146,1,TRPO-MADRL,-18358.92077517843,-18370.317900523474
1147,1,TRPO-MADRL,-18400.70080675509,-18368.00588686615
1148,1,TRPO-MADRL,-18446.28493054186,-18369.082680412383
1149,1,TRPO-MADRL,-18361.54172662321,-18370.582445143504
1150,1,TRPO-MADRL,-18424.330282401846,-18374.756346930844
1151,1,TRPO-MADRL,-18384.520396951964,-18376.9052185016
1152,1,TRPO-MADRL,-18359.172377822237,-18375.187458904336
1153,1,TRPO-MADRL,-18325.15076714669,-18375.272437441996
1154,1,TRPO-MADRL,-18372.17780058348,-18376.409097596454
1155,1,TRPO-MADRL,-18382.747390232893,-18378.537418895055
1156,1,TRPO-MADRL,-18381.16349975759,-18380.94055466051
1157,1,TRPO-MADRL,-18320.05537845049,-18379.053244955147
1158,1,TRPO-MADRL,-18377.626405881965,-18379.65412972166
1159,1,TRPO-MADRL,-18435.150597106876,-18382.061180261575
1160,1,TRPO-MADRL,-18378.942273582383,-18382.620218714754
1161,1,TRPO-MADRL,-18329.44581656718,-18381.86986853301
1162,1,TRPO-MADRL,-18320.992326934906,-18378.07599560793
1163,1,TRPO-MADRL,-18364.24647200252,-18378.944857086957
1164,1,TRPO-MADRL,-18336.191675324844,-18376.496967411516
1165,1,TRPO-MADRL,-18313.398021772104,-18374.006174511356
1166,1,TRPO-MADRL,-18355.92421444484,-18368.0681246904
1167,1,TRPO-MADRL,-18349.22712494885,-18367.39440349835
1168,1,TRPO-MADRL,-18362.249692864025,-18366.557681190527
1169,1,TRPO-MADRL,-18361.97892269452,-18365.607088429144
1170,1,TRPO-MADRL,-18328.25312446213,-18365.215712041318
1171,1,TRPO-MADRL,-18309.707314569398,-18363.247173616957
1172,1,TRPO-MADRL,-18317.67349119236,-18359.926080994446
1173,1,TRPO-MADRL,-18379.079683831194,-18357.237871126017
1174,1,TRPO-MADRL,-18339.734994172264,-18356.365601827983
1175,1,TRPO-MADRL,-18356.6183258132,-18353.657123564437
1176,1,TRPO-MADRL,-18361.655509940123,-18352.742528083963
1177,1,TRPO-MADRL,-18358.161523639126,-18352.70209391664
1178,1,TRPO-MADRL,-18337.29961741052,-18353.18804792719
1179,1,TRPO-MADRL,-18332.25304262649,-18351.59105760891
1180,1,TRPO-MADRL,-18343.476131598694,-18350.020207263544
1181,1,TRPO-MADRL,-18295.20552148356,-18346.581888132583
1182,1,TRPO-MADRL,-18346.88641685264,-18347.655129668667
1183,1,TRPO-MADRL,-18371.308084766428,-18347.402396824047
1184,1,TRPO-MADRL,-18320.995739113165,-18342.8362025043
1185,1,TRPO-MADRL,-18325.433726580777,-18340.695860624233
1186,1,TRPO-MADRL,-18345.78511651641,-18341.349432622203
1187,1,TRPO-MADRL,-18331.388039093334,-18341.765261108543
1188,1,TRPO-MADRL,-18361.089433611654,-18341.63897957291
1189,1,TRPO-MADRL,-18310.36177143566,-18340.60578341734
1190,1,TRPO-MADRL,-18365.25449545058,-18342.680042364478
1191,1,TRPO-MADRL,-18374.079875761294,-18343.406268817136
1192,1,TRPO-MADRL,-18403.228435749017,-18345.56632124914
1193,1,TRPO-MADRL,-18314.83105211101,-18343.669575619024
1194,1,TRPO-MADRL,-18303.551306540478,-18341.332470972862
1195,1,TRPO-MADRL,-18334.49287112814,-18341.5820608395
1196,1,TRPO-MADRL,-18284.176913838888,-18340.560844810283
1197,1,TRPO-MADRL,-18277.073498404243,-18338.936845098757
1198,1,TRPO-MADRL,-18288.30814496062,-18335.305983543934
1199,1,TRPO-MADRL,-18325.470496452413,-18334.73540363514
1200,1,TRPO-MADRL,-18289.844240139617,-18332.064440208193
1201,1,TRPO-MADRL,-18308.813667185997,-18329.95076649803
1202,1,TRPO-MADRL,-18234.50390505599,-18325.004461754706
1203,1,TRPO-MADRL,-18298.470013908,-18323.451277614604
1204,1,TRPO-MADRL,-18313.99513602896,-18322.720961350704
1205,1,TRPO-MADRL,-18268.716388140445,-18319.730571612374
1206,1,TRPO-MADRL,-18308.361215666893,-18320.256799379706
1207,1,TRPO-MADRL,-18296.067939923443,-18318.22406030254
1208,1,TRPO-MADRL,-18279.125706917905,-18314.536765188597
1209,1,TRPO-MADRL,-18288.25161580651,-18313.22700025633
1210,1,TRPO-MADRL,-18321.259041040536,-18313.06001283472
1211,1,TRPO-MADRL,-18279.393978722503,-18310.404367322964
1212,1,TRPO-MADRL,-18245.90684247147,-18306.98511945809
